headline,year
We Asked These Women What Body Positivity Means to Them and They All Burst Into Tears,2017
"How To Trust Him After He Says, ‘I Don’t Have Much of a Sweet Tooth’",2017
How To Lose The Weight So You Can Finally Fit Into The Shredder and Peace Out,2017
Stretches You Need to Do From Carrying All the Emotional Weight in Your Relationship,2017
How To Act Like Your Life Is Miserable Even Though You Have A Wedge Of Brie In Your Fridge,2017
Why I Decided To Dump Him on Venmo,2017
How To Show Him You Adore His Glorious Teeny Butt,2017
Tampon Has No Idea It’s Inside Beyoncé,2017
Cool Fall Tops That You’ll Just Cover Up With A Jacket,2017
5 Romantic Engagement Photo Locations Where You Can Take Photos With Dan Just as A Joke! Ha Ha!,2017
"5 Thanksgiving Outfits to Make Your Mother-in-Law Say, ‘Dear Let Me Take You Shopping’",2017
"4 Bathroom Sex Positions to Mix Things Up, Cause Boy Is This Starting to Get Boring",2017
How To Sit Alone in Your Room Like An Actress On An NBC Drama,2017
"5 Self-Tanners That Say, ‘Wow, She Used a Self-Tanner’",2017
Dressing up for Halloween is Your Right as an American but Not a Mandatory Civic Responsibility,2017
Woman Doesn’t Have a Hard-and-Fast Rule For Saying ‘Bless You’,2017
How To Live Your Life As If You’ve Never Once Farted In Your Sleep,2017
I Almost Died Because I Was Riding My Bike Like a Cute Bitch,2017
6 Cute Long Dress Shirts to Hide the Fact that You Unzip Your Pants at Work,2017
5 Hot People Who Were Just Other Hot People For Halloween,2017
Ludicrous Tyrant Demands To Be Blessed After 3rd Sneeze,2017
Wow! This Easy Recipe Uses Just Six Simple Ingredients And 25 Years of Professional Cooking Experience,2017
Wow! This Woman Got a 32 On Her ACT and Still Brings It Up Constantly!,2017
I Relate to Your Dating Struggles Because I Have A Husband – Did You Know I Have A Husband?,2017
QUIZ: Are You a Fall Fanny or a Winter Wenda?,2017
5 Sassy Slogan Tees That Say ‘I Don’t Understand The Difference Between Being Funny and Being Rude’,2017
DJ Khaled’s Son Had The Most Epic Poop,2017
How I Worked My Way Up From Waitress to A Waitress at A Second Restaurant,2017
5 Fall Cocktails That Are Just ‘Should We Do Another Shot of Fireball?’,2017
"In My Day, We Wouldn’t Call President Bush A ‘Harasser,’ We’d Just Call Him A ‘Sick Old Perv’",2017
This Magic Lip Balm Looks Great On Every Skin Tone Except Yours!,2017
"How To Talk To Jason About Gun Control Without Him Flexing And Saying, ‘Like These?’",2017
Woman Wonders If He’s Enjoying Going Down On Her The Whole Time,2017
Amazing! This 18-Year-Old Became Mayor of Her Hometown And Never Even Played SimCity,2017
How To Keep It Casual Even Though You Touched His Balls and Loved Every Minute Of It,2017
How To Be a Free Spirit Even Though You Had a Panic Attack Three Hours Ago,2017
Out Of Sexting Ideas? Try Stopping,2017
This Ex-CIA Interrogator Explains How to Catch People in a Lie Then Just Sort of Let It Go,2017
Here’s How Often Happy Couples Have Sex and Then Tell Me to Stop Asking Them This,2017
"Beautiful, Body-Posi Affirmations That Don’t Apply to Your Body Type",2017
I Washed My Face With Olive Oil For Two Weeks and They Built A Little Caesars On It,2017
Incredible! Woman Tacks ‘If That Makes Sense’ Onto Phrases That Definitely Make Sense,2017
Wow! This Woman Has Gone Her Entire Life Without Ever Refilling the Brita Pitcher,2017
Woman Just Hoping a Damning Exposé About Trader Joe’s Isn’t on The Horizon,2017
"Why Must I Take on All The Emotional Labor in the Workplace, Like Smelling Everyone’s Lunches?",2017
"How to Make Eye Contact With Your Eyes in The Mirror, Instead Of Your Nipples Like Usual",2017
Aw! This Man Supports His Girlfriend’s Dreams Even Though He’s Never Listened to What They Are,2017
Yay! Here’s Another Weird Fucking Eyebrow Trend That Looks Horrible,2017
How to Meditate Even Though You Never Stop Thinking About When Jay-Z Said ‘Your Breasteses Is My Breakfast’,2017
Incredible! This Woman Will Do Anything As Long As It’s Branded As A ‘30-Day Challenge’,2017
"4 Sheepskin Looks That Say, ‘Honestly, Fuck Sheep’",2017
Study: Most Successful Women Don’t Throw Trash in Their Purse,2017
Wide-Leg Pants That Will Have Him Saying ‘I Think I’m Sexually Attracted to That Tent?’,2017
4 LA Landmarks to See Before You Give Up and Move Back Home,2017
New Automated Text System Alerts Your Ex To Reach Out At Most Inconvenient Time Possible,2017
Sexy Panties That Will Look Amazing Soaking in Your Bathroom Sink to Get The Blood Out,2017
How to Keep the Relationship Going Even Though His Texts Are Green,2017
Why I’m Prepping for The Anniversary of Trump’s Victory by Rolling Myself Up in A Rug and Dying in There,2017
4 Things to Do With Your Hands to Let People Know You’ve Touched a Dick Before,2017
How To Show Support for Other Women’s Assault Stories While Still Being Triggered By Them,2017
"As a Dad, I Just Want to Make an Exactly-the-Same World for My Daughters",2017
How To Let Him Know You’re Extra By Charging Him $0.50,2017
"‘We Had a Really Deep Conversation,’ Says Guy Who Did All the Talking",2017
Horror Movies That Are Scary But Not As Scary As a Late Period,2017
"I Tried a Turmeric Face Mask and it Made My Skin Glow, but Then Again, I’m Already Pretty Young",2017
Feminist Hero? This Woman Abuses The Little Power She Has as a DMV Receptionist,2017
Cute Couches for You and Your Boyfriend to Sit On While You Both Look At Your Phones,2017
"4 Denim Jackets That Say, ‘Yeah, I Can Babysit Thursday’",2017
Win Halloween This Year By Being Yourself For Once,2017
How To Stay Humble Even Though Your Suitcase Just Came Out First At Baggage Claim,2017
"I Didn’t Drink Alcohol For A Month, So I’m Pretty Fucked Up Right Now",2017
Has PC Culture Gone Too Far Now That One Rapist Is Being Held Accountable?,2017
Twitter Just a Nice Guy Who Doesn’t Want to Take Sides,2017
"Quiz: Are You an Introvert, Extrovert, Or Victorian Ghost With Unfinished Business?",2017
Aww! This Bride Wore Her Grandmother’s Diaphragm,2017
Show Your Superiority Over Other Women By Leaving Your Tampon In the Longest,2017
Brave! This Woman Decided To Put Down Her Phone and Go to Sleep,2017
"Yes, I’m Skinny Enough to Have a Visible Collarbone, But Only Because I’m a Spooky Skeleton Decoration",2017
"In Case Your Week Wasn’t Bad Enough, These Penguins from March Of The Penguins Are Probably All Dead Now",2017
Woman Posts Another Facebook Status in Hopes That Men Will Learn to Be Human Beings,2017
This Female CEO is Still in Charge of Baking Cupcakes When There’s an Office Birthday,2017
Man Proposes At Starbucks Because Woman ‘Loves Coffee and Yogurts and Stuff’,2017
Woman Decides Single Pubic Hair on Public Toilet Seat Is Fine,2017
Amazing! This Daughter Is The Reason Her Daddy Thinks Rape Is a No-No,2017
Get a Head Start by Planning Your Holiday Breakup Early This Year,2017
How to Act Like Things Are Okay When You Miss Vine So Much,2017
How to Play It Cool Even Though You’ve Definitely Imagined Him Squeezing Your Hand as You Push His Baby Out,2017
5 Tips For Self-Care That Are Just Convincing Yourself That All Hot People Are Dumb,2017
5 Gift Ideas For the Gal Who Loves Peen,2017
Impressive! This Female Doctor Specializes in Neurology AND Getting Asked When the Real Doctor Is Coming In,2017
"4 High-Heeled Winter Boots Because Weather Is No Excuse, Honey",2017
How to Take Things Slow Instead of Fucking So Much You Die,2017
We’re So Obsessed With These Lipstick Colors For Fall That We’ve Been Calling Them and Hanging Up,2017
4 Red Flags You’ll Ignore Because Sometimes He Kisses You On The Forehead,2017
Wow! This Powerful CEO Is Running A Whole Company Yet Still Wearing The Wrong Size Bra,2017
How to Order Dessert Like It’s a Dirty Little Secret Because You’re Hot,2017
4 Fall Recipes To Print Out Then Shred Because You’ll Surely Never Make Squash,2017
Even Out Your Skin Tone By Dressing up Like Elphaba Every Day of Your Life,2017
Why I Stopped Dating Men and Married a True Crime Podcast,2017
3 Lovely Lace Looks Because You’re Nothing But a Doily for a Rich Person To Slosh Tea On,2017
"4 Group Costume Ideas By Maggie That’ll Make You Say ‘Haha, Yeah, That’d Be Cute’",2017
Touching! These Friends Died Reassuring Each Other They Could Both Pull Off Culottes,2017
How to Support Women Without Encouraging This Small Irish Village’s Banshee,2017
How to Save Your Old T-Shirts For a Fun DIY Project You’ll Never Do,2017
Crazy! Every Person Mentioned in Mike’s Story Is Stupider Than Him,2017
How I Quit Texting my Ex by Throwing my Phone Into A Haunted Raven’s Nest,2017
"4 Cute Shoes That Won’t Hurt Your Feet, And One That Will In Case You Need To Feel Something, Anything",2017
Meet The Women Behind The Men Behind These Successful Women,2017
Woman Really Smug About Washing Her Face With Food for Some Reason,2017
The Best Wireless Headphones For Convincing People You’re Not Bitterly Muttering to Yourself,2017
6 John Muir Quotes That Sum Up Just How Nuts We Are For Mountains!,2017
4 Cozy Coffee Shops You’ll Still Get Harassed At,2017
How to Tease Your Man By Wrapping Your Boobs in Bacon and Then Bullying Him Until The End of Time,2017
How To Take The Perfect Selfie By Using A High Angle And Photoshopping Priyanka Chopra’s Face Onto Yours,2017
"To Combat Internalized Sexism, I’ve Decided to Externalize It Instead",2017
Woman Decides It’s Too Much Labor to Describe The Concept of Emotional Labor,2017
"4 Sex Positions to Try On Your Wedding Night, Because Why Not, It’s All Over Anyway",2017
"Man Texts 13 Times and, Just as He Suspected, the 13th One Did Make Her Want to Hook Up",2017
My Ex Tricked Me Into Thinking I Should Be Treated With Kindness and Respect,2017
How to Quit Smoking Except When Cool Josh Is Around,2017
How to Just Fuck Your Phone Already!,2017
Slutty Halloween Costume Ideas for Your Dog,2017
Dance Anthems to Shout “WHAT?” Over All Night Long,2017
White Friend More Intolerant of Gluten Than Racism,2017
Thank God! Lilly Released ‘Teaser’ Engagement Photos,2017
Rich Man Will Fly Woman Places If She’s Willing to Act Pleasantly Surprised Every Time She Sees His Penis,2017
Cat Eyes So Cute You Get Adopted by a Sad Woman Going Through a Breakup,2017
Woman Aggressively Recommends Another Netflix Series to Her Reluctant Friends,2017
Help! I Dropped My Phone In The Toilet And Now Every Fucking Sewer Rat Has My Digits,2017
This Is The Type Of Woman He’ll Fall In Love With According To His Sign And Also His Ex’s Instagram,2017
"4 Bridesmaid Dresses That Will Make the Groom Say, ‘Wait, I Want to Marry You Instead’ Because That Happens",2017
Certified Bad Boy Doesn’t Use Capitalization in His Texts,2017
How to Be Impressed by The Little Things He Does Because He Definitely Won’t Do Big Things,2017
"How to Light Up the Room, Unless You’re Feeling Shitty and Just Want to Go Home and Eat Pasta",2017
Dead Woman Strives to Take Up as Little Space as Possible in Coffin,2017
The Perfect Proposal? This Man Carved His Girlfriend’s Name Into A Tub of Meat!,2017
4 Beauty Essentials You Can Just Dump All Over the Inside of Your Purse to Save Time,2017
How to Talk to Your Parents About Race Without Turning Into A Little Teacup That Gets Put in The Cupboard,2017
These Fall Capes Will Let You Assert Your Authority Over Sleeves Once and For All,2017
How To Hide Your Panty Lines by Just Not Wearing Panties,2017
4 Wireless Headphones So You Can Listen to ‘Sorry Not Sorry’ by Demi Lovato When He Takes You to A Jazz Club,2017
Wow! Your High School Friend Went to Alaska or Some Shit,2017
How to Get Your Boyfriend to Be Your Mom Until Trump Is Gone,2017
5 Breast Cancer Symptoms You Need to Know About So You Can Stress Over Them for No Reason,2017
Man Pretty Sure He Would Be Flattered If A Stranger Masturbated to Him on The Train,2017
I Didn’t Come to This Corn Maze to Make Friends,2017
Pictures of Smol Dogs That Will Make U Say ‘It Me’,2017
Inspiring! This Woman Only Spent Half of Her Friend’s Wedding Thinking About Her Own Failed Relationships,2017
This Subscription Service Is Disrupting the Feminine Product Industry by Delivering 10 Pounds of Water Weight to Your Door,2017
This Authentic Italian Restaurant Will Shoot Your Date Execution-Style If He Stumbles Over The Pronunciation of His Pasta Order,2017
Man on Date With Black Woman Won’t Stop Reminding Her He’s Dated A Black Woman Before,2017
"5 More Fucking Necklaces to Layer on, You Lavish Empress",2017
4 Face Scrubs to Get Rid of Every Last Bit of Skin,2017
I Did Anal and Now My Poop Is So Scared,2017
How to ‘Accidentally’ Have An Orgasm,2017
"If Dick Is So Great, Why Can’t It Charge My Phone?",2017
Wow! This Lazy Asshole Thinks It’s Chill to Bring Chips to a Potluck,2017
Does Your Back Hurt or Is This Just Your Body Now?,2017
Fall Looks That Are Still Just That One Outfit You Wear,2017
Flirting Tips That Aren’t as Effective as Screaming All of ‘Don’t Cha’ by The Pussycat Dolls,2017
Aw! Friend’s Thoughtful Advice Is Actually Super Unhelpful and Extremely Dangerous,2017
How to Be Seen as a Powerful Woman by Carrying a Toolbox Around Like a Purse,2017
How to Talk to Jen Without Agreeing to Co-Host A Podcast,2017
Help! I Got My Period on This Chair So I’ve Just Been Sitting Here for 100 Years,2017
Hero: This Woman Gave Up Shaving Until Her Boyfriend Gently Teased Her About It,2017
Wow! This Woman Put Her Wet Hair in A Bun Four Years Ago And It’s Still Not Dry!,2017
How to Cut Your Own Bangs and Then Hide Them Under a Hat So No One Notices,2017
5 Protein Smoothies That Will Give You Enough Energy to Log on to Twitter,2017
How to Make Him Nut So Hard He Turns Into a KIND Bar,2017
"Power Brows That Won’t Fix the Wage Gap, Per Se",2017
"I Have Combination Skin: Half Human, Half Big Fat Dog",2017
6 Cute Ways to Order Yourself Just a Carafe of Hollandaise at Brunch,2017
4 Nail Polish Colors To Let His Grandma Know You’re Fucking,2017
5 Women to Date Out of Fleeting Curiosity About What Dating A Woman is Like,2017
"I Haven’t Had Sex In So Long A Tumbleweed Rolled Out of My Vagina and An Old Man Stepped Out and Said, ‘Storm’s Blowin’ In’",2017
How to Cut Back on Trash Except the Men You Date,2017
Wow! This Woman Has Had The Same Job Tab Open for The Past Four Years,2017
Wow! This Celeb Uses A Drugstore Product and Only Made One Million Dollars to Tell You About It,2017
I’m On Strike Until Women Receive Equal Pay and If It Also Happens To Bring Back Dunkaroos So Be It,2017
Wow! This Man Was Able To Respond Exclusively With ‘Haha Yeah’ To Over 9000 Consecutive Texts,2017
QUIZ: What Kind of Girlfriend Are You Even Though You’ve Never Had A Serious Relationship?,2017
Trendy Facial Fillers You Didn’t Realize Lots of Women Your Age Are Already Getting,2017
How to Still Have Fun Playing in Leaves Even After You Discover A Dead Body,2017
No Man Owns Me. I Am Controlled By My IUD.,2017
Get Perfect Beachy Waves By Going to The Beach Real Quick Every Morning Before Work,2017
Uh Oh! Kaleigh Is Sticking Her Tongue Out To Punctuate Jokes Again,2017
This Realistic Vibrator’s Battery Dies Before You Can Come,2017
"How to Attract a Bad Boy, You Know, The Kind of Guy Who Sucks at Everything",2017
We Tried Different Brands of Shapewear and Somehow,2017
Selena Gomez’s Other Kidney Feeling Like New Kidney Didn’t Earn This,2017
Brave! This Woman Is Already Trying To Embrace Fall Fashion Even Though It’s Making Her Sweat A Lot,2017
How To Define The Relationship by Never Bringing It Up and Hoping For The Best,2017
How To Rock Your Curves by Wearing A Full Face Of Makeup at All Times,2017
Woman Gets Her Life Together Purely Out of Spite For Brandon,2017
Wow! This 102-Year-Old Woman Refuses to Die Until She Hits Her Goal Weight,2017
This Is How Long the Average Couple Dates Before Tim Decides to Quit His Job and Move to LA,2017
Weird! I Took The Myers-Briggs Personality Test and It Said I Have HPV,2017
Stunning Heels Perfect For Trotting 10 Feet Behind The Group,2017
"Sophomore Aces Class in Queer Theory, Ready to Begin Queer Practice",2017
Wow! This Woman Ate Just One Small Bite Of A Bagel Fifteen Times,2017
"How To Make a Man Fall In Love With You By Saying, ‘I’ve Got a Good Hole!’",2017
How To Make Calling Yourself a Witch Your Whole Personality,2017
It’s That Time of Year Again! Time To Fuck The Pumpkins,2017
Woman Beats World Record For Number of Farts Contained Under a Maxi Skirt,2017
Woman Who Identifies As A ‘Picky Eater’ Thinks That’s A Cute Character Trait,2017
Woman’s ‘Self-Care Day’ Mostly Consists Of Retweeting Herself,2017
Break Up With Your Boyfriend Via a Video Where You Make A Mini Meal for a Hamster,2017
4 Decorative Pillows That Will Scratch Up Your Face During A Nap,2017
Woman Comfortable Talking About Pooping Doesn’t Want You to Know Her Age,2017
Menswear-Inspired Salaries We Love,2017
Woman Opens Bathroom Door and Enters Enchanted World Where She Can Check Phone,2017
This Ex-Googler is About to Disrupt A Dinner Party With Her Shitty Ideas,2017
5 Adorable Dish Sets That Will Slowly Accumulate in Your Bedroom,2017
4 Must-Have Pieces to Transform a Small Studio Into an Even Smaller Studio,2017
Heartwarming! This Couple Bantered With Their Waitress So Much She Died,2017
How to Throw Your Head Back Cackling Like A Possessed Witch When He Asks “Are You Sure You Want Me To Cum”,2017
4 Household Objects That Will Find Your Clit Faster Than Any Man You’ve Ever Been With,2017
How to Be So Positive That You’re Exhausting to Everyone Around You,2017
Adorable! This Woman Thinks She’s Going to Meal Prep Every Week,2017
"‘Women’s Studies Isn’t a Real Thing,’ Argues Man With Encyclopedic Knowledge of Star Wars Universe",2017
28-Year-Old Woman In That Sweet Spot Where She Can Have Sex With Consenting Adults of Any Age,2017
"3 Cozy-Looking Sweaters That Say, ‘HAHA, I’m Actually Itchy AF’",2017
Clinton Tell-All Contains 53 Pages Of Her Sternly Looking At You Because You Know,2017
How to Wear Gingham Without Being Mistaken For a Picnic Table,2017
5 Facebook Photos of Your Dog That Will Make You Look Like an Ignorant Hick for Not Posting About Politics,2017
I Want My Boyfriend to Murder My Vagina Because It Won’t Stop Singing ‘Tomorrow Belongs to Me’ from ‘Cabaret’,2017
Female Salmon Says She’s “Fine” Even Though a Grizzly Bear is Clearly Catching Her,2017
Friend Invites Whole Squad To Your ‘Much-Needed Catch-Up Time’,2017
"Rachel Has Sex Three to Five Times a Week, Like She’s Just Made of Free Time",2017
Here’s What Happened When I Stopped Drinking Coffee in the Morning and Replaced it with Just Different Coffee,2017
"You’re My Type, So Congratulations, You’ve Passed The First Test Out of Five Thousand",2017
Wow! This 7-year-old Girl Is Rejecting Compliments at A 6th Grade Level,2017
"Are You Living Authentically, Or Are You A Female Lead Sprung From The Imagination Of A Young Male Auteur?",2017
How To Install New Windows After His Leviathan Boner Shatters Yours,2017
Is Slowly Being Stung To Death By Scorpions The New Botox?,2017
The Best Spas for Relaxing If You Can Get Over the Whole ‘Being Naked’ Thing,2017
"Woman Reaches 10,000th Hour Of Complaining To Friends Via Text Message",2017
"I Didn’t Just Eat My Placenta – I Ate My Pregnancy Test, Too",2017
Woman Wonders If Milo Ventimiglia Also Had Sex Dream About Her,2017
Why Millennial Women Are Swimming in College Debt…and Diiiiiick!,2017
"5 Hairstyles That Will Have People Saying, ‘That Must Have Taken Hours’",2017
I Gave Up Eating Sugar So I Could Focus Solely On Eating Ass,2017
I Did 23andMe and Traced My Ancestors Back to the Raccoon Nest Under My Deck,2017
4 Tips for Better Sleep That Will Make You Still Just Take an Ambien and Call it a Day,2017
Couple Fighting in Public Won’t Give ANY Details or Backstory,2017
"Whatever Your Opinion on Taylor Swift Is, I Have the Only Correct One",2017
"‘You Take Too Many Selfies,’ Complains Friend Whose Boyfriend Is Constantly Photographing Her",2017
Amazing! This Mom Found New and Exciting Ways to Remind Her Daughter of Her Chubby Phase,2017
Has Feminism Gone Too Far Now That It Is Specifically Critiquing Me?,2017
4 White Shoes To Buy So You Can Have One More Thing to Constantly Worry About,2017
Meet the Woman Whose Polite Rebuff Inspired a Wildly Successful Hate-Blog Against Women,2017
4 Obvious Cries for Help Your Friends Will Respond to With a Sad Emoji,2017
Impress His Parents By Earning a Fuck Ton More Than Him,2017
"I Am A BBG Girl, You Know, A Brooklyn Botanical Garden Girl",2017
How to Wean Yourself Off Dog Videos and Rejoin Society,2017
Feminist Win! The New iPhone Syncs with Your Period and Bleeds Once a Month,2017
Awkward Girl Most Comfortable Talking About How Awkward She Is,2017
“It’s Already Fall!” Says Merciless Friend Trying to Incite Panic Attack,2017
3 Sleight Of Hand Magic Tricks To Try On Your Parents During Any Sex Scene,2017
How to Lie on Your Bed in a Sexy Way and Not Because You’re Paralyzed With Anxiety,2017
How to Trick Yourself Into Taking a Compliment By Hiding It in Your Food,2017
How to Get Rid of Under-Eye Circles by Going Back to When Obama Was President,2017
How To Communicate Effectively With Your Man When Your Man Is A Person You Don’t Know On Twitter,2017
How to Stop Trying to Be The Girl He Wants You to Be and Become His Waking Nightmare,2017
Scientists Discover Men Who Are Critical of Women’s Bodies Don’t Deserve to be Fucked,2017
"This Woman Shut Down Her Troll, But Wasn’t Epic About It, So We Banished Her",2017
"QUIZ: Is Your Bedroom Decor Modern, Bohemian, or Just a Pair of Christmas Lights Taped Above Your Bed?",2017
"Someone Gargle Our Balls, We Put a Woman in This Movie",2017
How to Slide Into His DMs and Then Keep Sliding When He Doesn’t Respond,2017
Hair Removal Techniques to Keep Your Vagina Looking Like a Sexy Uncooked Chicken,2017
Life Hack: Sit On the Floor Clutching a Rotisserie Chicken Tightly to Your Chest,2017
How to Tell Him You Can Only Cum to ‘A League of Their Own’,2017
Man With Thick Mountain Beard Really Prefers Waxed Vag,2017
Warner Bros. Announces All-Taylor Swift Remake of ‘Lord of the Flies’,2017
How to Base Your Entire Beauty Routine on .05 oz Sephora Samples,2017
"When a Guy Sleeps With Everyone, He’s A ‘Stud,’ When I Do It, I ‘Have Chlamydia’",2017
Wow! This Pregnant Woman Ran A Marathon So We Could All Be Nervous For Her,2017
Jen Is Annoying on Social Media But Is Also A Kween Who Slays,2017
How To Not Cum Every Single Time He Revs His Motorcycle,2017
How to Make It Obvious You Want His Peen Without Just Sending Him This Article,2017
Taylor Swift’s Latest Beef Is On Sale at Whole Foods With Amazon Prime Jeff Bezos Washington Post $15.99 Buy Now,2017
5 Glamorous Redheads That Still Get Asked If the Carpet Matches the Drapes,2017
Doctor Manages To Revive Basic Bitch By Transfusing Two Vodka Sodas and Playing That One Megan Trainor Song,2017
"5 Chokers That Say, ‘I Need To Take Small Sips Right Now’",2017
5 Creative First Dates To Go On Over And Over Until You Die,2017
How To Bravely Express Your Opinion Now That Everyone Else Shares It,2017
Woman Called ‘Feminazi’ By Actual Nazis,2017
Therapist Asking ‘What’s Your Dad Like?’ About to Get a Fucking Earful,2017
Brave! This Woman Doesn’t Let Her Passing Reflection In Store Windows Ruin Her Day,2017
Off-The-Shoulder Tops to Wear as Soon as You Pop That Weird Back Pimple,2017
How To Explain To Your Children That Daddy Used To Have Cumgutters,2017
4 Tasty Vegetarian Dishes That Are Just Grilled Cheese Again,2017
Plaid Skirts to Help You Dress Like An Insolent Lil’ Autumn Bitch,2017
What To Do When Your Girl Squad Didn’t Warn You That Your New Single Is Bad,2017
Sexy Panties That Definitely Won’t Cover Your Whole Box,2017
Chunky Flatforms That Look Great on Teensy Elf Women Made of Spun Glass,2017
Cure Your Man’s Hiccups With a Well-Timed Pregnancy Scare,2017
"Amazing! This Woman Got a Haircut and Can’t Stop Nervously Saying, ‘It’s Growing On Me’",2017
These Adorable Dresses Will Make You Wonder If USPS Tracking Is Anything More Than A Wild Guess,2017
"I Thought Life Couldn’t Surprise Me Anymore. Then My Custom Salad Came Out to $1,950,300",2017
"I’m Not Like Other Girls. I’m Much, Much Worse.",2017
Incredible! This Woman Is Embarrassed About Who She Was 10 Seconds Ago,2017
Uncomplicated Shows to Watch on Netflix While You Go Balls Deep on Ben’s Instagram,2017
Butterfly Emerges from Chrysalis Earlier Than Other Butterfly Friends and With Awesome Boobs,2017
"4 Creative First Date Ideas That’ll Make Him Say, ‘Oh, Wow, That’s A Lot’",2017
How to Get Your Hairstylist to Execute Your Exact Vision Without Seeming Like a Try-Hard,2017
5 Fun Fall Activities You Could Do Instead of Trying to Fix Him,2017
Wide-Legged Pants You’ll Never Get Out Of Alive,2017
I Can’t Tell When People Are Flirting With Me or When They’re An Army of the Undead,2017
Ariana Grande Is Now a Handbag!,2017
How to Not Go on a Diet Because You Don’t Fucking Have To,2017
Tampons So Tiny The Magic School Bus Kids Will Have To Insert Them For You,2017
5 Lipsticks So Bold They’d Dare to Ask For Two Raises in One Year,2017
"4 Chic Blazers To Wear At Work Until Someone Says, ‘Hey, Nice Blazer’",2017
How to Discuss Your Ex Without Doing The Cell Block Tango,2017
Wow! This Woman Averages Three Major Life Announcements Per Week,2017
How To Leave Your Apartment Without Going ‘UGH’ And Turning Back Around,2017
5 Athletic Sex Moves That Are Still Easier Than Calling Him ‘Daddy’ In Bed,2017
How To Stay Miserable Even Though Your Life Is Sort Of Working Out,2017
We Asked Five Married Men if They’d Ever Cheat and They Were All Suddenly Late for a Meeting,2017
Are You A Chill Girlfriend Or A Little Slice Of Ham?,2017
Friend Way Too Eager To Reveal She’s A ‘Very Sexual Person’,2017
I Was Told I Was Too Pretty To Be a CEO. Here’s Why I Became a Show Pony Instead,2017
Dating Tips For When You Know It’s Gonna Be So Bad,2017
6 Healing Crystals That REFUSE to Cure My HPV,2017
City of New York Quietly Removes Trump Tower Overnight,2017
This Woman Looked At The Sun During The Eclipse And Now Sees All Men As ‘Legends of the Hidden Temple’ Host Kirk Fogg,2017
"These Diets Shrink Your Waistline AND Your Boobs! Damn, There’s No Way to Win",2017
How to Talk At Parties When You’d Rather Be Silent and Full of Pierogis,2017
What to Do When the Guy You Thought Was Tall Turns Out to Be Thumbelina,2017
How to Be So Hot The Necessary Act of Eating Makes You Relatable,2017
Groundbreaking TV Show Gives Plus-Sized Actress the Opportunity to Cry on a Scale,2017
3 Ways to Prevent Chub Rub That Will Work For Like Ten Minutes,2017
6 Inspirational Quotes That Will Make Everyone Aware You’re Going Through a Breakup,2017
My Wedding Dress Is Made Out of Toilet Paper and He’s a Pile of Shit So It’s Perfect,2017
QUIZ: Would You Date Me If I Was Still Me But a Hawk?,2017
5 Moms Who Didn’t Smoke Weed and Listen to Pearl Jam Tonight,2017
8 Protein-Rich Dinners That Contain Almost No Horse,2017
Ultimate Ally? This Dude Is Whichever Wave of Feminist That Means He Doesn’t Have to Pay For Things,2017
How To Make Celebrating Breasts Your Whole Feminism,2017
"Trump Creates 600,000 Jobs For Surgeons Trying to Remove the Shit From His Brains",2017
How to Seek Out Male Attention Just to Go BOO and Scare It Away,2017
"As A Mother, One Of The Toughest Challenges I Face Is Teaching My Mother About Racial Injustice In America",2017
Next Season of Game of Thrones Will Feature Condom Use In Every Scene,2017
"This Is Why You Should Come To My Party, Based On Your Zodiac Sign",2017
Trend Alert! It’s Time to Bring Back Low-Rise Jeans And Your Teenage Insecurities,2017
The Best Places to View The Solar Eclipse That Are Right in Front of Scott’s Apartment,2017
Jacqueline Finally Over Her Post-Breakup Depression And Back To Her Regular Depression,2017
Beautiful! Women from All Different Walks of Life Came Together to Wait In Line for The Restroom,2017
5 Cute Side-Swept Bangs to Rid You of Your Depth Perception,2017
Wow! This Woman Earned an MFA Simply by Pronouncing ‘Vase’ Like ‘Vahz’,2017
Cute Crop Tops to Worry About Your Bloat in All Night,2017
4 Amazing New Movies With Powerful Women That I Can’t Relate To Because They’re So Friggin Beautiful Oh My God,2017
Stacybot: How to Men,2017
DOJ Investigating People Who Don’t Use Punctuation In Happy Birthday Facebook Posts,2017
Here’s How Many Calories You’ll Burn By Trying to Act Like a Normal Person,2017
Man Who Doesn’t Get Why We Tip Also Doesn’t Cuddle After Sex,2017
4 High-Waisted Bathing Suits That Will Fuck Up Your Tan Line for the Rest of Your Life,2017
"Wow! This Woman Is Okay IRL, But Her Online Presence Is A Car Accident",2017
Career Goals! This Woman Wants to Control the Continent and Every Person On It,2017
Why I Decided to Take My Husband’s Name But Keep My Mom as My Emergency Contact,2017
"Exhumed Remains of Frida Kahlo Confirm She Wasn’t Wearing the Right Bra Size, Either",2017
"Now That I’m In Ketosis, I Can See The Murders I Committed Were Just The Carbs Talking",2017
It’s Time! Grab Your Driftwood And Gently Push Your Summer Fling Back To Sea,2017
How to Escape The Room Where He’s Talking About His Ex,2017
Man With Successful Trading Career Won’t Invest In Second Set Of Sheets,2017
Caitlin Hospitalized After Harrowing Encounter With  Facebook ‘On This Day’ Feature,2017
Adorable Photos of Baby Sheep That Won’t Bring As Much Joy As Getting Your Tampon Perfectly Positioned on the First Try,2017
Amazing! This Celebrity With Actual Shit Running Down His Leg Is Running for Office,2017
"4 J.Crew Mannequins We Would Have Sex With, but Only if They Could Say ‘Yes’",2017
